vx_mean,vx_std,vy_mean,vy_std,vt_mean,vt_std,ax_mean,ax_std,ay_mean,ay_std,at_mean,at_std,jitter_x_mean,jitter_y_mean,jitter_ratio,straightness,session_id,user_id
4.78971263860532,848.2803193363577,4.615952806686352,590.806275862415,492.7738827364248,908.7624146180033,69.15309656013575,23025.84278334237,57.752205832340344,17851.351602508712,-135.86221463542327,27467.982553882866,89.04049384354796,67.0233980726549,0.7527294063569062,2250.343681603092,session_122839150245.csv,1
5.922047740635007,914.5196650654054,6.092246505458664,707.5962925669725,591.8863853866465,993.3679427321256,137.95035798445514,22852.97355687029,111.94235912845086,19448.092865565737,-236.9812284303797,28194.718735577968,93.59641054240653,75.06935693479814,0.8020538020601293,2045.892832352824,session_231028282710.csv,1
2.3271085097962394,730.5557936289425,1.6612511382700086,611.6593381237345,477.2882667869815,824.6463261860123,104.80285601806258,19571.522740634275,46.44247240214389,16948.766898010053,-223.6359446972311,24544.298898494097,84.61184377364629,67.52763288486724,0.7980872401910712,1521.257744747148,session_296616657157.csv,1
1.8600906898667688,669.0007958738971,3.263989051177607,648.1553814637577,499.8494000169006,786.0222867243458,48.17281466488341,17720.755023937956,79.13000563098609,18398.71957875376,-289.5066747505174,23932.925039058424,82.89276105470208,74.24456853656005,0.8956701115007554,4108.380166489825,session_320846578851.csv,1
5.069377044619842,666.3967844118092,1.4570772726243164,578.78297283535,460.17313305964933,753.2211811328298,80.06810961567562,17651.41536220634,108.88824160219067,16383.595860627995,-288.63250648966255,22847.522520105682,79.87596967766571,66.01538070974865,0.8264736062180752,2470.268847571084,session_359840453196.csv,1
4.516553920796812,694.8726910793165,1.038676757948084,636.8974273157695,473.84223306038194,814.8497027666674,76.85739407065526,18705.924004699387,75.0566458356997,17635.18905214319,-237.19794488106902,24128.1120523552,76.20789468449995,68.74580751983993,0.9020824916415391,624.5431216760098,session_411580470436.csv,1
1.7696702359791139,801.90357414534,1.9046368035910957,642.7292766312253,575.0957987971901,851.7158125608189,79.12959092717763,18073.141457400343,45.01943711774436,17544.149457427382,7.783504637795129,23002.821793031682,89.19060181231671,80.72214743142047,0.9050521668324778,2006.7716990345411,session_515566219016.csv,1
4.761803170119371,672.4276764960471,2.732107831864705,562.9983725079472,444.34152123946495,756.1189569679295,71.75678079819333,17824.816497928758,50.13685614142899,15927.007933403513,-150.60757527132927,22572.03334621185,77.32106921290914,61.063283881846466,0.7897366720786716,2498.392148669446,session_632092628639.csv,1
4.176813167554665,719.6409190470735,-0.5236970618892142,573.2520315138901,429.8074397817892,813.50075964587,82.46393637418316,19586.973823281583,124.05626871300863,16865.100944899026,-288.9599517223586,24128.847181878275,80.89969083789225,62.34883331920825,0.7706930975059781,3029.8976438169416,session_925043071260.csv,1
1.871681564853471,803.939321145848,3.2098541883331113,615.4981737437422,518.1646072981741,869.8703640137898,108.4793324035736,19544.94642401053,62.412037088970514,16468.668301648195,-174.84498350060736,24123.603350536163,86.45614231015178,69.21488700978949,0.8005780174809182,1649.2352968464586,session_956704593939.csv,1
9.825460284329171,1090.6846595190873,-6.163060564333699,713.6841476061996,593.4273282923378,1160.5669937003458,13.443380212584344,52769.44116456389,0.5700964403542192,39081.814670620246,360.86607020315535,61026.80366765933,214.37733333109102,154.20042243170846,0.7192944330242442,9331.180136407456,session_143795894305.csv,10
0.8610212709685393,1380.111107018915,-0.4797960049110112,720.4009857756457,712.8515804335221,1384.0256221159657,-21.96188057775744,50684.07610237469,17.639435798706494,38360.814080725395,599.883595245593,55618.303156787006,156.89385270727783,120.4872898204525,0.767954178836904,4520.543783357818,session_165182884399.csv,10
